,country,description,designation,points,price,province,region,taster_name,title,variety,winery
2638,France,"One of the Lurton properties in Margaux, Brane Cantenac is showing the richness of its finely placed vineyard in this 2010. Smoky wood and ripe blackberry are among the flavors of a wine that is complex, complete and concentrated. It will certainly age well.",,94,,Bordeaux,Margaux,Roger Voss,Château Brane-Cantenac 2010  Margaux,Bordeaux-style Red Blend,Château Brane-Cantenac
2639,Austria,"Yeasty freshness swings along with the citrus, watercress, green pear and miso flavors, showing that this is made to last. Grüner's elementary savoriness is exemplified here with verve, weight and conviction. The length is stunning. the moreish flavors never seem to end. Drink as of 2017.",Käferberg Reserve,94,70.0,Kamptal,,Anne Krebiehl MW,Loimer 2013 Käferberg Reserve Grüner Veltliner (Kamptal),Grüner Veltliner,Loimer
2640,Italy,"Aromas suggest bright berry, underbrush, eucalyptus and a whiff of wet fur. The palate starts off strong, with bright red berry and grilled herb but then it falls off, leaving a somewhat hollow midpalate. Despite the lean character, fine-grained tannins and fresh acidity make this very drinkable.",,88,,Tuscany,Brunello di Montalcino,Kerin O’Keefe,La Torre 2010  Brunello di Montalcino,Sangiovese,La Torre
2641,Spain,"One look, one whiff, one taste and you're swooning. This mature, tawny, ready-to-drink gran reserva with aromas of lemon peel, cedar and dried cherry is the epitome of elegance. A juicy, supple palate is highly approachable, while flavors of vanilla, orange peel, saffron and dried plum don't waver on the finish. Drink through 2027.",Gran Reserva 904,96,50.0,Northern Spain,Rioja,Michael Schachner,La Rioja Alta 2005 Gran Reserva 904  (Rioja),Red Blend,La Rioja Alta
2642,Israel,"Inky redviolet to the eye, this wine has a nose of chocolate covered espresso bean, cherry and raspberry. Restrained tannins provide a backdrop for flavors of black cherry, mocha, raspberry, and mint. There is a good balance of fruit and cooling herb flavors, while berry flavors hold their own and linger on the palate through the mint-heavy finish.",,90,17.0,Galilee,,Mike DeSimone,Recanati 2014 Merlot (Galilee),Merlot,Recanati
2643,Italy,"This refined white opens with delicate aromas of cut grass, chamomile flower and citrus. On the vibrant palate, firm acidity supports grapefruit and kiwi, while a mineral vein energizes the finish.",,89,20.0,Northeastern Italy,Alto Adige,Kerin O’Keefe,Cantina Cortaccia 2014 Sauvignon (Alto Adige),Sauvignon,Cantina Cortaccia
2644,Italy,"This is a succulent and juicy red wine with pretty cherry nuances, mature prune and spice. The wine tastes slightly sweet and offers clean flavors of blueberry and bright red fruit on the close.",,86,10.0,Sicily & Sardinia,Sicilia,,Cusumano 2007 Merlot (Sicilia),Merlot,Cusumano
2645,US,"This wine sources from both Montecillo Vineyard in Sonoma County and Georges III in Napa, bringing together one barrel of each for an herbal, savory and edgy experience. Cedar, clove and a healthy dose of fresh herb make it compelling in a classical sense.",Encomium,90,70.0,California,North Coast,Virginie Boone,Keating 2013 Encomium Cabernet Sauvignon (North Coast),Cabernet Sauvignon,Keating
2646,US,"Despite the trend for dry rosé, there's something to be said for a bright, berried sip accentuated by balanced sweetness. This wine hits just that spot of pristine, delicately sweet cherry flavor juxtaposed with zesty acidity and a spry, mineral feel.",Semi-Dry Rosé,89,18.0,New York,North Fork of Long Island,Anna Lee C. Iijima,Harbes Family Vineyard 2014 Semi-Dry Rosé Merlot (North Fork of Long Island),Merlot,Harbes Family Vineyard
2647,Italy,"From the gravel soils of northeast Italy, this pure expression of Chardonnay offers bright aromas of papaya, banana, exotic fruit and white peach. There's a touch of spice and almond on the close.",,89,55.0,Northeastern Italy,Colli Orientali del Friuli,,Meroi 2010 Chardonnay (Colli Orientali del Friuli),Chardonnay,Meroi
2648,US,"Spine-tingling and brash, this zesty grapefruit-streaked Chardonnay bursts with citrus and gooseberry flavors. Dry and delicate in body, it's refreshingly gulpable with a brisk, pert finish.",Early Wine,87,18.0,New York,North Fork of Long Island,Anna Lee C. Iijima,Macari 2014 Early Wine Chardonnay (North Fork of Long Island),Chardonnay,Macari
2649,US,"Lots to like in this smooth, polished Chardonnay. It shows plenty of ripe pineapple, peach and pear flavors, with overtones of vanilla and buttered toast. Good price for the quality.",Votre Santé,87,14.0,California,California,,Francis Ford Coppola 2010 Votre Santé Chardonnay (California),Chardonnay,Francis Ford Coppola
2650,France,"Delicately sparkling, this creamy Champagne is crisp, fruity and on the dry side of Brut. It has citrus as well as pear flavors giving a fruity edge to the lively texture. This delicious wine should age a little longer, so drink from 2019.",Nuit Blanche Blanc de Blancs Grand Cru Brut,93,60.0,Champagne,Champagne,Roger Voss,Petit & Bajan 2011 Nuit Blanche Blanc de Blancs Grand Cru Brut Chardonnay (Champagne),Chardonnay,Petit & Bajan
2651,US,"Scents of fresh red cherries and bramble wood entice on the nose of this aromatic, spice-toned Cabernet Sauvignon. The palate, while crisp with cranberry acidity, is a bit subdued with subtle red-fruit flavor and a finish that wraps up short and tight.",Reserve,84,30.0,New York,Finger Lakes,Anna Lee C. Iijima,McGregor 2010 Reserve Cabernet Sauvignon (Finger Lakes),Cabernet Sauvignon,McGregor
2652,Italy,"A blend of Garganega (80%) with 20% Trebbiano, this fruit-forward Soave Classico is aged in large oak casks for extra density and personality. Indeed, it shows a sophisticated style with yellow rose and stone fruit followed by vanilla and almond nut.",Monte Grande,88,25.0,Veneto,Soave Classico,,Prà 2011 Monte Grande  (Soave Classico),Garganega,Prà
2653,France,"This wine is dry, firm with chocolate and bitter extraction flavors. It's likely to remain dry.",,82,30.0,Bordeaux,Bordeaux Supérieur,Roger Voss,Château Lacombe Cadiot 2013  Bordeaux Supérieur,Bordeaux-style Red Blend,Château Lacombe Cadiot
2654,US,"From 10-year-old vines at a vineyard in the foothills of the Blue Mountains east of town, this is a lush and loamy Syrah, smelling and tasting of moist earth, game and blood. There are some roasted tomato flavors along with light red fruits, but this is no wimpy wine; in fact, it gathers strength and concentration as it sits in the mouth, suggesting that it needs more years in the bottle to fully emerge from its shell.",Forgotten Hills Vineyard,90,40.0,Washington,Walla Walla Valley (WA),Paul Gregutt,Waters 2006 Forgotten Hills Vineyard Syrah (Walla Walla Valley (WA)),Syrah,Waters
2655,US,"This is a rustic Zinfandel. It's hot in alcohol, with overripe notes of raisins and prunes. Robust and satisfying, in a porty way.",Old Vines Estate Grown,84,30.0,California,Dry Creek Valley,,Mounts 2010 Old Vines Estate Grown Zinfandel (Dry Creek Valley),Zinfandel,Mounts
2656,US,"Dense in waves of dark chocolate and tar, this balanced, concentrated wine has the requisite elements of dried herb and clove, with a deep plummy finish.",,88,30.0,California,Dry Creek Valley,Virginie Boone,Martin Ray 2013 Cabernet Franc (Dry Creek Valley),Cabernet Franc,Martin Ray
2657,US,"Honeysuckle scents and flavors of pear, papaya and cucumber lead into a fresh and delicate wine, with plenty of acid behind the crisp fruit.",Christine Lorraine Vineyard,86,25.0,Oregon,Oregon,Paul Gregutt,Gypsy Dancer 2006 Christine Lorraine Vineyard Pinot Gris (Oregon),Pinot Gris,Gypsy Dancer
2658,Chile,Briny grassy aromas are barely ripe and smell of match stick. This feels citric and more or less normal for a coastal SB. Pithy flavors of grapefruit skins blend with passion fruit in front of a juicy finish that tastes of white grapefruit and green herbs.,,87,23.0,Aconcagua Costa,,Michael Schachner,Errazuriz 2016 Sauvignon Blanc (Aconcagua Costa),Sauvignon Blanc,Errazuriz
2659,US,"This Bordeaux-style blend is bone dry and scented strongly with dried leaves, earth and herbs. The lightly-ripened fruit suggests pomegranate and rhubarb.",Consonance,86,34.0,Washington,Columbia Valley (WA),Paul Gregutt,Cairdeas 2011 Consonance Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Cairdeas
2660,Argentina,"Raisin, prune, mint leaf and extreme ripeness define the nose on this grabby, tannic Malbec that's both jammy in feel but also extracted and heavy. Like the nose and palate, the flavors are jammy and rich, with a strong raisiny element. On the finish, a note of licorice blends with a persistent raisiny quality.",,86,20.0,Mendoza Province,Mendoza,Michael Schachner,Gubinelli 2010 Malbec (Mendoza),Malbec,Gubinelli
2661,US,"This vintage of Svelte is still rough around the edges, with chalky, slightly green tannins sticking out. The fruit seems to be hiding behind the earthy components, and some unusual flavors of bread dough and biscuit are also in the mix. This is a wine that's tough to sort out.",Svelte,87,50.0,Washington,Columbia Valley (WA),Paul Gregutt,Three Rivers 2009 Svelte Red (Columbia Valley (WA)),Red Blend,Three Rivers
2662,Germany,"Waxy lanolin and lemon-skin notes scent this dry, intensely linear Riesling. The palate is stark, with lime and lemon flavors accented by a stony mineral tone that lingers on the finish.",Stock & Stein Trocken,88,17.0,Rheingau,,Anna Lee C. Iijima,Peter Jakob Kühn 2012 Stock & Stein Trocken Riesling (Rheingau),Riesling,Peter Jakob Kühn
2663,Austria,"Green pear and flinty smoke announce a clean, mineral and linear palate. Slender and poised, it wins you over with a softer, textural core. It refreshes and soothes in equal measure and echoes with satisfying length.",Wiener Gemischter Satz,90,20.0,Vienna,,Anne Krebiehl MW,Weingut Christ 2013 Wiener Gemischter Satz White (Vienna),Austrian white blend,Weingut Christ
2664,Italy,"La Segreta is intentionally engineered to be one of those easy Italian whites that washes down fried calamari and spaghetti con vongole. Aromas include citrus, pear, white almond and honey.",La Segreta,87,15.0,Sicily & Sardinia,Sicilia,,Planeta 2010 La Segreta White (Sicilia),White Blend,Planeta
2665,Portugal,"It is the 30% Alicante Bouschet in the blend that gives the dense color to this ripe wine. Concentrate and rich, the generous berry flavors are balanced by a more restrained acidity and smoky flavors. The wine is ready to drink.",Santos da Casa Tinto,87,15.0,Alentejano,,Roger Voss,Santos & Seixo 2014 Santos da Casa Tinto Red (Alentejano),Portuguese Red,Santos & Seixo
2666,Argentina,"Simple apple and apricot aromas prevail on the nose. This feels lean, shallow and hollow, while flavors of peach pit and melon are somewhat bitter and finish abruptly.",Family,83,12.0,Mendoza Province,Mendoza,Michael Schachner,Salvatore Principe 2014 Family Chardonnay (Mendoza),Chardonnay,Salvatore Principe
2667,Italy,"Bright and fresh, with streamlined and compact fruit, Poggio Teo has the natural acidity to stand up to cheese- or cream-based dishes. It has light dustings of toasted nut and spice that give the palate added dimension.",Poggio Teo,88,25.0,Tuscany,Chianti Classico,,Valiano 2008 Poggio Teo  (Chianti Classico),Sangiovese,Valiano
2668,France,"A warm, generous wine, full of ripe fruits. There is weight, richness and generosity here, although not a great depth of flavor.",,86,45.0,Burgundy,Meursault,Roger Voss,Louis Latour 2009  Meursault,Chardonnay,Louis Latour
2669,US,"This wine is beautifully rendered, with pear and melon backed by hints of citrus. The length, persistance, balance and tension are superb, and the mouth-puckering finish will have you reaching for another glass.",Nicholas Estate Dry,91,22.0,Oregon,Chehalem Mountains,Paul Gregutt,Anam Cara 2013 Nicholas Estate Dry Riesling (Chehalem Mountains),Riesling,Anam Cara
2670,Spain,"Concentrated on the nose, with oak aromas that are under control, this Garnacha is fresh and firm on the palate. Flavors of loamy berry and cassis are ripe almost to the point of being raisiny. A plump yet dry and spicy finish ends with oak-based resin and creaminess.",Old Vines,88,16.0,Northern Spain,Campo de Borja,Michael Schachner,Quo 2011 Old Vines Grenache (Campo de Borja),Grenache,Quo
2671,Italy,"Important and sophisticated, this has aged gracefully over the years. The style is bold and modern and you can feel the soft, oak-derived tannins and the complimentary fruit tannins that give this wine incredible structure and staying power. The bouquet is redolent of ripe fruit, leather, spice, black cherry and pressed violet.",Triumviratum Riserva,94,117.0,Piedmont,Barolo,,Michele Chiarlo 2004 Triumviratum Riserva  (Barolo),Nebbiolo,Michele Chiarlo
2672,Italy,"Aged for 10 months in stainless steel in order to maintain simple, clean lines, this Nero di Troia opens with a spicy tone of black pepper, backed by ripe blackberry and prune notes. There's a touch of bright acidity on the finish.",Torre del Falco,85,,Southern Italy,Murgia,,Torrevento 2009 Torre del Falco Nero di Troia (Murgia),Nero di Troia,Torrevento
2673,Italy,"Made with 100% Sangiovese, this savory red delivers aromas of black cherry, scorched earth and chopped herb. The palate offers crushed blackberry, juicy cherry and black pepper. Fine-grained tannins provide support.",Sinarra,89,28.0,Tuscany,Maremma Toscana,Kerin O’Keefe,Fattoria di Magliano 2013 Sinarra  (Maremma Toscana),Sangiovese,Fattoria di Magliano
2674,France,"With its ripe texture and delicious red-fruit flavor, this wine has a tangy mineral edge and a fine balance. It offers softness (because of that balance) that veers towards dry. It is a fine apéritif style, rich and ready to drink.",Brut Rosé,90,80.0,Champagne,Champagne,Roger Voss,Billecart-Salmon NV Brut Rosé  (Champagne),Champagne Blend,Billecart-Salmon
